74,1117
80,822
84,613
36,853
30,815
39,926
46,717
47,527
44,1171
43,579
69,1041
71,699
83,583
42,1376
56,876
49,1338
94,1483
41,749
14,740
29,615
19,821
60,690
56,769
45,816
94,568
41,515
36,1321
96,745
58,982
93,503
50,950
33,1352
78,1191
73,1027
85,582
69,1366
13,1064
65,512
78,1463
66,1343
40,914
49,520
25,1262
93,1019
72,1266
40,602
43,553
17,1147
81,934
55,1246
34,696
76,800
96,857
13,1474
57,832
98,540
82,864
70,861
44,515
71,559
64,1282
43,1497
27,995
71,1461
83,697
79,1326
39,507
98,1344
65,1319
62,565
32,512
24,777
22,1357
11,692
63,707
42,843
89,1294
77,1014
79,864
83,1098
25,1061
32,1455
32,1429
43,813
30,1495
24,778
16,984
19,573
40,692
93,1402
99,706
36,578
63,1466
19,1169
66,947
57,1390
17,569
89,765
98,1212
43,935
79,1457
50,903
49,1459
85,660
33,931
35,1431
64,1188
18,1208
26,791
22,1482
20,522
25,1245
10,1286
73,1279
52,778
96,1394
26,808
87,555
94,652
98,607
10,849
48,790
100,1237
98,569
91,563
60,645
95,801
44,676
96,780
19,1084
22,1050
86,983
49,653
57,1314
42,1326
76,768
93,840
22,1091
86,1056
33,985
83,900
94,1205
74,710
35,978
45,716
34,547
48,1419
49,813
81,640
100,566
29,619
71,1330
14,1392
29,725
56,1270
83,1257
88,840
70,1060
14,1222
47,1230
93,1289
22,894
80,878
44,968
73,1406
89,673
34,1368
66,983
96,1303
44,1087
36,608
43,931
57,684
92,1188
61,1219
26,725
63,1074
46,1405
53,897
73,660
39,1097
71,516
74,1217
54,1105
75,1398
73,1282
69,1416
41,1334
72,1395
39,886
77,818
75,1311
83,1421
89,1034
17,1279
68,810
75,528
63,720
27,1016
70,1455
22,587
73,1299
12,830
59,1292
52,1033
97,1337
42,979
75,932
99,1244
67,597
40,1161
16,777
25,613
16,1314
93,893
51,922
35,695
11,982
80,732
65,939
47,1333
66,805
48,803
20,591
56,894
16,758
64,1476
54,623
98,914
37,908
52,895
21,1478
17,1241
68,995
36,613
34,618
46,1090
69,1448
84,1351
11,1130
72,1107
42,1489
46,1304
30,1170
99,1239
50,905
52,1098
82,914
38,721
100,881
35,1033
54,1161
41,1423
72,1205
55,526
34,1208
97,793
69,714
69,1308
39,885
64,842
35,869
94,1052
28,848
18,882
12,988
69,728
68,917
32,947
94,804
29,1027
21,606
11,897
21,1106
86,1086
91,630
82,660
55,748
85,1473
23,675
54,515
36,839
35,1002
38,965
50,758
51,613
67,970
47,1104
59,730
91,1262
61,1081
84,624
23,582
72,643
64,848
55,1290
64,1171
47,1179
92,1075
62,1313
24,1413
26,1117
82,1335
11,1440
75,1000
38,761
53,1475
85,702
66,1328
82,1301
95,853
17,1421
33,909
63,1387
84,1242
72,1006
81,814
41,917
68,1223
56,1405
50,938
47,1184
21,1432
77,658
41,730
23,1125
47,1430
100,796
38,643
11,511
40,1072
72,1420
41,829
36,1226
24,573
57,1155
29,675
75,804
25,723
71,1366
99,992
99,1226
68,1226
31,950
23,1395
71,634
76,859
27,1234
25,1271
68,620
89,969
57,926
17,612
66,941
35,1072
97,978
74,676
31,676
93,725
90,651
92,968
22,1467
73,1220
36,1397
100,1039
80,1215
17,672
22,842
75,750
65,500
14,1279
33,1077
18,872
35,737
24,568
34,596
55,863
36,1245
93,643
68,1455
56,537
96,880
91,690
95,1375
86,694
66,1453
73,852
47,808
97,1472
100,510
13,1433
80,1148
32,1051
38,568
67,913
32,566
59,882
93,540
36,668
15,1202
63,1289
28,1216
22,1374
33,1055
91,1068
83,1457
55,1243
68,986
30,1186
72,1178
17,767
26,1429
76,1381
69,1411
22,1383
39,1293
98,1147
63,692
39,1032
83,937
72,882
39,1481
44,1187
21,608
18,900
31,660
40,720
98,505
19,1248
70,1340
94,1099
59,1182
73,1331
65,956
62,810
84,1342
65,1476
13,1007
35,1478
80,1224
24,591
75,1235
11,1163
77,1293
56,1227
59,1230
62,1145
57,761
84,784
53,717
21,800
31,1167
66,761
92,818
29,979
51,1497
89,1116
68,1453
69,1353
27,878
97,567
80,785
48,709
10,1067
11,1453
29,658
43,1413
16,1409
92,1188
17,1293
49,1458
71,618
91,710
80,731
35,1006
36,522
91,597
44,1165
43,1043
22,679
50,585
74,628
98,1352
100,1362
58,1143
27,587
64,632
87,1364
80,1156
67,1286
80,584
90,614
100,1305
24,677
84,580
56,1033
84,884
34,1354
26,887
51,655
39,558
33,819
72,1328
64,723
93,1158
19,525
24,1007
59,1423
49,1109
72,849
63,1336
36,1045
10,732
98,1336
46,993
54,838
69,804
85,622
13,720
45,1496
69,544
31,809
70,1352
22,744
69,1211
57,1030
11,665
85,956
97,1354
82,897
84,853
71,778
30,1273
46,978
57,936
83,751
89,685
25,912
100,982
83,1377
21,1130
53,930
77,672
40,1072
35,748
32,562
65,584
78,757
11,1241
71,1421
58,1089
91,1228
19,1233
21,690
96,676
77,1288
88,974
45,790
73,984
16,861
14,711
70,832
86,1265
16,722
23,1204
62,1253
30,815
89,947
20,1500
11,1142
94,895
76,1171
23,837
24,1395
66,703
83,742
60,1179
92,899
52,1043
85,519
38,1264
17,1421
51,1132
13,1006
95,504
30,997
45,1459
49,1458
86,1009
43,997
85,1298
75,625
85,1194
42,1491
27,1335
19,1364
26,971
66,557
21,651
82,923
37,592
20,1436
60,1278
47,535
23,625
87,1498
23,1152
95,588
82,526
88,771
15,1278
17,1030
39,1109
15,540
96,1032
73,1487
88,573
22,864
96,694
99,1017
56,1122
32,741
10,516
30,808
15,1289
97,1475
85,594
59,695
40,1282
27,1034
50,580
75,1127
35,631
54,885
63,1271
56,1145
92,1297
41,855
58,787
90,736
48,1122
38,522
53,904
46,1301
14,1335
71,689
15,1355
62,948
49,687
78,501
58,615
74,539
12,1414
94,914
82,937
77,1156
32,740
52,656
18,1087
57,1331
30,1481
83,1216
80,716
82,701
50,1187
30,861
84,1039
10,1213
61,675
99,1223
40,657
25,552
43,1248
90,1232
34,1045
80,635
80,1463
42,550
97,513
79,772
36,643
61,691
19,915
58,1015
17,911
66,1083
86,807
62,845
64,723
87,1269
50,829
95,793
28,1254
80,660
12,784
41,1348
73,636
11,1300
15,823
15,1022
70,1434
23,1182
31,930
90,1485
80,1294
89,611
42,846
13,604
72,627
55,1437
